Supplier_ID,Supplier_Name,Product,Description,Price,City,Latitude,Longitude
SUP97806,Apex Suppliers,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,11494.87,Indore,22.712823,75.874493
SUP39045,Core Works,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,1126.28,Noida,28.528442,77.385129
SUP44993,Micro Hub,WiFi Card PCIe,PCIe WiFi 6 AX3000 Dual-Band Wireless Network Adapter Bluetooth 5.2,3464.19,Bengaluru,12.928163,77.584744
SUP49446,Core Parts,PCIe Riser Card,PCIe x16 to x1 Riser Extension Cable 20cm Flexible,978.23,Patna,25.620585,85.179118
SUP70515,Smart Solutions,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,594.46,Thiruvananthapuram,8.51545,76.928959
SUP51347,Core Suppliers,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1323.84,Chennai,13.102963,80.314977
SUP77561,Sigma Systems,Cabinet Mid Tower,Mid-Tower ATX PC Case with Tempered Glass Side Panel,5976.07,Vadodara,22.283906,73.175214
SUP93886,Orbit Enterprises,CPU Cooler 240mm AIO,240mm All-in-One Liquid CPU Cooler with ARGB Fans,6844.88,Bengaluru,13.001197,77.605569
SUP99065,Orbit Systems,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,14519.89,Bhopal,23.220959,77.425373
SUP44718,Indo Enterprises,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,710.06,Chennai,13.051375,80.271722
SUP71644,Tech Works,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,198.86,Chandigarh,30.73621,76.81702
SUP51180,Apex Suppliers,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,1034.98,Lucknow,26.842949,80.924144
SUP86225,Nova Electronics,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,814.85,Noida,28.508597,77.428425
SUP59735,Star Zone,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,25303.88,Bengaluru,12.938701,77.587187
SUP42953,Orbit Mart,Fan 140mm Case,140mm Silent Case Fan PWM 4-Pin 1200RPM High Airflow,1323.47,Hyderabad,17.353717,78.51403
SUP50306,Apex Solutions,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,6660.95,Pune,18.517837,73.841814
SUP68028,Elite Mart,SSD 256GB SATA,256GB 2.5-inch SATA III Solid State Drive,2917.51,Mysuru,12.28191,76.674621
SUP51145,Global Works,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,14611.91,Patna,25.599477,85.159387
SUP24208,Sigma Components,RAM DDR4 8GB,8GB DDR4 2666MHz DIMM Desktop Memory Module,1286.36,Visakhapatnam,17.726504,83.258674
SUP38010,Zenith Electronics,RAM Laptop 8GB,8GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,1941.82,Vadodara,22.290051,73.226445
SUP80381,Star Tech,Motherboard B660M,Intel B660M DDR4 Micro-ATX Motherboard LGA1700 Socket,8811.62,Hyderabad,17.337488,78.474384
SUP86484,Core Systems,PSU 550W,550W 80 Plus Bronze Certified ATX Power Supply Unit,3766.04,Hyderabad,17.42458,78.464164
SUP19880,Inno Tech,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,7791.92,Jaipur,26.889708,75.767562
SUP31465,Elite Traders,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,537.11,Guwahati,26.155731,91.730033
SUP89593,Global Tech,SSD 512GB SATA,512GB 2.5-inch SATA III Solid State Drive,4264.38,Guwahati,26.167173,91.775691
SUP24029,Orbit Distributors,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,726.32,Kanpur,26.46732,80.302347
SUP71644,Tech Works,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,1015.11,Chandigarh,30.776568,76.755849
SUP85456,Core Electronics,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,13180.58,Kochi,9.896189,76.226297
SUP26828,Swift Parts,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,8779.87,Kolkata,22.578938,88.325276
SUP39389,Micro Tech,Motherboard B660M,Intel B660M DDR4 Micro-ATX Motherboard LGA1700 Socket,13114.25,Chandigarh,30.697178,76.759403
SUP94012,Rapid Traders,SATA Cable,SATA III 6Gbps Data Cable 50cm Right Angle Connector,164.66,Hyderabad,17.363165,78.497124
SUP34164,Digital Suppliers,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,2276.46,Nashik,20.029175,73.815935
SUP73624,Prime Parts,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,4372.83,Ahmedabad,22.998748,72.545931
SUP91057,Apex Tech,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,912.24,Mysuru,12.342379,76.590224
SUP64948,Nexus Hub,Mouse Gaming,Gaming Mouse 6400 DPI Optical RGB 7-Button Programmable,1484.36,Lucknow,26.884672,80.916173
SUP26828,Swift Parts,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,2473.41,Kolkata,22.617328,88.348131
SUP55082,Sigma Suppliers,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,7068.71,Delhi,28.607935,77.229712
SUP71953,Apex Tech,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,264.9,Ahmedabad,23.031267,72.553194
SUP24663,Micro Zone,"HDD 1TB 3.5""",1TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,3722.21,Nagpur,21.151183,79.111271
SUP18834,Digital Mart,SSD 512GB SATA,512GB 2.5-inch SATA III Solid State Drive,5051.36,Ahmedabad,22.976733,72.52252
SUP61116,Cyber Parts,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,353.8,Kochi,9.927007,76.230484
SUP80008,Tech Zone,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,798.54,Thiruvananthapuram,8.540534,76.908005
SUP85243,Elite Electronics,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,13910.2,Nashik,19.990785,73.759567
SUP49363,Zenith Suppliers,"HDD 2TB 3.5""",2TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,7332.34,Patna,25.598948,85.099205
SUP13905,Micro Enterprises,Motherboard B550,AMD B550 ATX Motherboard AM4 Socket PCIe 4.0,12131.81,Mumbai,19.028311,72.832813
SUP49529,Sigma Tech,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,5734.08,Guwahati,26.189926,91.700429
SUP27146,Star Distributors,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,11754.18,Nagpur,21.166648,79.044993
SUP57819,Smart Systems,"HDD 2TB 3.5""",2TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,5759.4,Bengaluru,12.932416,77.595488
SUP38893,Inno Hub,SSD 256GB SATA,256GB 2.5-inch SATA III Solid State Drive,2423.72,Mumbai,19.072487,72.922858
SUP77561,Sigma Systems,Mouse Gaming,Gaming Mouse 6400 DPI Optical RGB 7-Button Programmable,3071.87,Vadodara,22.351684,73.209161
SUP40595,Star Tech,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,388.51,Rajkot,22.31411,70.797696
SUP42530,Global Parts,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,20806.41,Mysuru,12.281418,76.684109
SUP74032,Star Zone,SSD 1TB NVMe,1TB M.2 NVMe PCIe Gen4 Solid State Drive,9421.97,Nagpur,21.156091,79.096107
SUP82768,Apex Works,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,10170.02,Noida,28.50869,77.34567
SUP76562,Micro Mart,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,12672.82,Surat,21.214719,72.812474
SUP77715,Prime Traders,CPU Cooler 120mm,120mm Tower CPU Air Cooler with PWM Fan and Heat Pipes,3140.07,Noida,28.529759,77.352464
SUP94080,Zenith Components,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,6908.63,Bhopal,23.293592,77.365363
SUP94246,Cyber Distributors,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,762.13,Thiruvananthapuram,8.557499,76.900629
SUP95426,Digital Tech,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,916.83,Chandigarh,30.771956,76.802377
SUP13905,Micro Enterprises,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,3209.04,Mumbai,19.042467,72.884282
SUP24662,Nova Zone,GPU NVIDIA GTX 1650,NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics Card PCIe,12776.85,Pune,18.501666,73.824523
SUP52487,Swift Solutions,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,15169.2,Pune,18.556318,73.847052
SUP69473,Star Suppliers,SSD 1TB NVMe,1TB M.2 NVMe PCIe Gen4 Solid State Drive,7773.11,Gurugram,28.449354,76.993589
SUP92240,Smart Tech,GPU NVIDIA RTX 3060,NVIDIA GeForce RTX 3060 12GB GDDR6 Graphics Card PCIe 4.0,37429.97,Hyderabad,17.373307,78.523862
SUP61645,Nexus Hub,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,304.59,Thiruvananthapuram,8.510413,76.98176
SUP45774,Cyber Electronics,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,7857.27,Kochi,9.975831,76.23179
SUP40021,Digital Tech,Optical Drive DVD,Internal SATA DVD-RW Optical Drive 24x Read/Write,1708.45,Chennai,13.050431,80.306967
SUP18161,Prime Mart,RAM Laptop 8GB,8GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,1647.13,Agra,27.165976,77.958537
SUP29769,Apex Components,CPU Intel Core i7-12700,12th Gen Intel Core i7-12700 12-Core Desktop Processor LGA1700,31394.7,Agra,27.154087,78.017863
SUP50888,Nexus Depot,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,3880.86,Guwahati,26.174427,91.699539
SUP81121,Inno Components,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,1446.45,Agra,27.137754,78.050309
SUP53309,Micro Parts,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,603.3,Ahmedabad,23.047615,72.580378
SUP18834,Digital Mart,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,1462.26,Ahmedabad,23.049419,72.564285
SUP86569,Swift Parts,CPU AMD Ryzen 7 5800X,AMD Ryzen 7 5800X 8-Core 16-Thread Desktop Processor AM4 Socket,29111.71,Surat,21.196046,72.81828
SUP71261,Indo Hub,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,11189.77,Thiruvananthapuram,8.498509,76.959501
SUP53309,Micro Parts,PSU 550W,550W 80 Plus Bronze Certified ATX Power Supply Unit,6347.71,Ahmedabad,23.014467,72.619538
SUP82140,Rapid Systems,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,1133.59,Gurugram,28.444449,77.068773
SUP44993,Micro Hub,Laptop Battery 4400mAh,Generic Replacement Laptop Battery 14.4V 4400mAh Li-ion,2416.7,Bengaluru,13.014896,77.568785
SUP54942,Prime Depot,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,13880.83,Nagpur,21.175622,79.081507
SUP28373,Cyber Distributors,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,344.59,Jaipur,26.954152,75.782312
SUP24663,Micro Zone,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,1256.56,Nagpur,21.17023,79.084897
SUP70068,Sigma Hub,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,5140.72,Lucknow,26.81948,80.916135
SUP68028,Elite Mart,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,1249.3,Mysuru,12.288343,76.664949
SUP87139,Cyber Suppliers,GPU NVIDIA GTX 1650,NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics Card PCIe,14162.96,Mysuru,12.306307,76.658263
SUP27342,Nexus Hub,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,11385.91,Ahmedabad,23.000733,72.569544
SUP18564,Core Electronics,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,4239.97,Nashik,19.95194,73.821553
SUP25866,Nexus Tech,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1258.77,Guwahati,26.193489,91.726888
SUP56507,Star Systems,Thermal Paste,High-Performance CPU Thermal Compound Paste 4g Syringe,243.88,Noida,28.486596,77.357979
SUP62772,Rapid Tech,SSD 1TB NVMe,1TB M.2 NVMe PCIe Gen4 Solid State Drive,7062.5,Jaipur,26.927653,75.798508
SUP81066,Digital Works,RAM DDR4 16GB,16GB DDR4 3200MHz DIMM Desktop Memory Module,4106.46,Surat,21.198986,72.806488
SUP30585,Apex Distributors,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,832.04,Rajkot,22.330263,70.820998
SUP57301,Smart Suppliers,CPU Cooler 120mm,120mm Tower CPU Air Cooler with PWM Fan and Heat Pipes,2770.11,Gurugram,28.441781,77.031149
SUP38361,Swift Suppliers,CPU AMD Ryzen 7 5800X,AMD Ryzen 7 5800X 8-Core 16-Thread Desktop Processor AM4 Socket,28083.34,Gurugram,28.424227,77.021856
SUP41358,Star Electronics,CPU Cooler 240mm AIO,240mm All-in-One Liquid CPU Cooler with ARGB Fans,7932.64,Agra,27.21482,78.000219
SUP24029,Orbit Distributors,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,22764.9,Kanpur,26.483857,80.340925
SUP29555,Nexus Suppliers,CPU AMD Ryzen 7 5800X,AMD Ryzen 7 5800X 8-Core 16-Thread Desktop Processor AM4 Socket,22902.73,Nashik,19.966688,73.797911
SUP87832,Swift Suppliers,RAM DDR4 8GB,8GB DDR4 2666MHz DIMM Desktop Memory Module,1925.12,Rajkot,22.304498,70.792064
SUP62772,Rapid Tech,Motherboard B550,AMD B550 ATX Motherboard AM4 Socket PCIe 4.0,9523.68,Jaipur,26.874363,75.778971
SUP80702,Digital Systems,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,6135.57,Chandigarh,30.690576,76.739277
SUP95909,Swift Components,SSD 256GB SATA,256GB 2.5-inch SATA III Solid State Drive,3496.08,Chennai,13.074292,80.251238
SUP11934,Micro Zone,Optical Drive DVD,Internal SATA DVD-RW Optical Drive 24x Read/Write,1541.87,Jaipur,26.954954,75.774871
SUP18834,Digital Mart,Mouse Gaming,Gaming Mouse 6400 DPI Optical RGB 7-Button Programmable,3004.76,Ahmedabad,23.048286,72.574425
SUP25713,Nexus Enterprises,CPU Cooler 240mm AIO,240mm All-in-One Liquid CPU Cooler with ARGB Fans,8430.65,Surat,21.190609,72.807112
SUP26828,Swift Parts,SATA Cable,SATA III 6Gbps Data Cable 50cm Right Angle Connector,176.32,Kolkata,22.61679,88.366909
SUP66498,Nova Components,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,206.5,Ahmedabad,23.055632,72.557905
SUP30585,Apex Distributors,RAM DDR4 16GB,16GB DDR4 3200MHz DIMM Desktop Memory Module,4102.47,Rajkot,22.263921,70.819571
SUP80008,Tech Zone,PCIe Riser Card,PCIe x16 to x1 Riser Extension Cable 20cm Flexible,1152.12,Thiruvananthapuram,8.474876,76.934129
SUP38361,Swift Suppliers,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,11710.44,Gurugram,28.42878,77.039338
SUP51347,Core Suppliers,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,12379.34,Chennai,13.130642,80.26714
SUP70332,Nova Suppliers,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,568.51,Bhopal,23.29165,77.413378
SUP36071,Indo Systems,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,12893.87,Pune,18.519984,73.899742
SUP94246,Cyber Distributors,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,553.32,Thiruvananthapuram,8.563097,76.96518
SUP31299,Smart Zone,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,214.94,Indore,22.699226,75.862201
SUP29555,Nexus Suppliers,SSD 256GB SATA,256GB 2.5-inch SATA III Solid State Drive,1991.13,Nashik,19.96989,73.784192
SUP89507,Cyber Enterprises,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,3867.52,Kolkata,22.571021,88.397064
SUP71261,Indo Hub,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,1652.27,Thiruvananthapuram,8.563703,76.928062
SUP41635,Cyber Electronics,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,519.16,Noida,28.48727,77.427177
SUP71953,Apex Tech,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,263.24,Ahmedabad,22.989928,72.583588
SUP83060,Apex Zone,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,5568.86,Coimbatore,10.969297,76.945751
SUP15229,Nova Enterprises,GPU NVIDIA GTX 1650,NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics Card PCIe,14808.18,Indore,22.768196,75.817769
SUP95909,Swift Components,SSD 256GB SATA,256GB 2.5-inch SATA III Solid State Drive,2897.7,Chennai,13.075069,80.251415
SUP57400,Nexus Enterprises,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,1342.8,Delhi,28.654409,77.245934
SUP69470,Tech Works,SATA Cable,SATA III 6Gbps Data Cable 50cm Right Angle Connector,238.51,Hyderabad,17.35877,78.444819
SUP47930,Micro Mart,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,9952.9,Bengaluru,12.984314,77.578237
SUP10053,Elite Suppliers,RAM DDR5 16GB,16GB DDR5 4800MHz DIMM Next-Gen Memory Module,5145.47,Patna,25.611308,85.090812
SUP10350,Cyber Electronics,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,1356.33,Rajkot,22.26724,70.820837
SUP19071,Orbit Tech,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,13328.56,Pune,18.491637,73.892459
SUP79514,Tech Hub,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,315.64,Pune,18.476259,73.828248
SUP31643,Star Parts,Thermal Paste,High-Performance CPU Thermal Compound Paste 4g Syringe,161.91,Kolkata,22.622456,88.357208
SUP34890,Elite Enterprises,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,1192.3,Surat,21.190497,72.799366
SUP84341,Rapid Enterprises,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,109.7,Chennai,13.093687,80.293311
SUP41890,Elite Depot,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,856.32,Noida,28.516948,77.42389
SUP75612,Smart Parts,GPU NVIDIA GTX 1650,NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics Card PCIe,12729.74,Pune,18.530742,73.845612
SUP24663,Micro Zone,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,3728.73,Nagpur,21.151564,79.095876
SUP42953,Orbit Mart,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,3292.05,Hyderabad,17.351554,78.476973
SUP58351,Smart Hub,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,686.93,Guwahati,26.128843,91.72629
SUP76162,Cyber Mart,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,5567.84,Coimbatore,11.042911,76.954054
SUP46211,Orbit Solutions,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,2947.37,Noida,28.579532,77.370368
SUP24029,Orbit Distributors,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,5395.36,Kanpur,26.44147,80.360596
SUP72616,Global Mart,Motherboard B550,AMD B550 ATX Motherboard AM4 Socket PCIe 4.0,8315.97,Nashik,20.002102,73.794503
SUP80381,Star Tech,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,2087.54,Hyderabad,17.340334,78.47656
SUP96511,Prime Components,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,1808.71,Bhopal,23.236973,77.462534
SUP37235,Prime Suppliers,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,664.75,Mysuru,12.276636,76.67785
SUP13905,Micro Enterprises,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,13117.18,Mumbai,19.093623,72.861792
SUP95426,Digital Tech,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,3289.26,Chandigarh,30.737653,76.813454
SUP27342,Nexus Hub,Thermal Paste,High-Performance CPU Thermal Compound Paste 4g Syringe,189.2,Ahmedabad,23.060837,72.537439
SUP76307,Star Distributors,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,897.1,Kanpur,26.433857,80.315422
SUP30585,Apex Distributors,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,985.67,Rajkot,22.258104,70.812024
SUP82357,Elite Mart,CPU AMD Ryzen 7 5800X,AMD Ryzen 7 5800X 8-Core 16-Thread Desktop Processor AM4 Socket,25112.72,Delhi,28.649382,77.197157
SUP86099,Star Solutions,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,125.85,Visakhapatnam,17.710804,83.23127
SUP36071,Indo Systems,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,18462.89,Pune,18.507965,73.820806
SUP95181,Orbit Components,"HDD 2TB 3.5""",2TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,4967.91,Mumbai,19.096932,72.913157
SUP94259,Inno Distributors,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,3690.64,Chennai,13.101285,80.222488
SUP35443,Elite Enterprises,Motherboard B660M,Intel B660M DDR4 Micro-ATX Motherboard LGA1700 Socket,13357.69,Gurugram,28.431123,76.983548
SUP90120,Micro Electronics,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,779.27,Vadodara,22.314239,73.206848
SUP19071,Orbit Tech,SSD 1TB NVMe,1TB M.2 NVMe PCIe Gen4 Solid State Drive,11781.94,Pune,18.481458,73.890534
SUP43386,Digital Works,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,6929.2,Visakhapatnam,17.692351,83.237497
SUP32241,Micro Suppliers,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,4653.14,Vadodara,22.35434,73.139568
SUP70068,Sigma Hub,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,89.4,Lucknow,26.886822,80.90881
SUP16175,Global Distributors,GPU NVIDIA RTX 3060,NVIDIA GeForce RTX 3060 12GB GDDR6 Graphics Card PCIe 4.0,39785.83,Hyderabad,17.374296,78.521844
SUP74686,Micro Tech,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,15598.21,Hyderabad,17.425625,78.487337
SUP57739,Cyber Traders,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,3318.39,Patna,25.60351,85.158415
SUP45614,Rapid Systems,PSU 550W,550W 80 Plus Bronze Certified ATX Power Supply Unit,6491.41,Agra,27.209976,77.970251
SUP27601,Star Traders,Laptop Battery 4400mAh,Generic Replacement Laptop Battery 14.4V 4400mAh Li-ion,3173.55,Kanpur,26.480907,80.330028
SUP41979,Indo Depot,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,7170.59,Coimbatore,11.011862,76.94819
SUP61645,Nexus Hub,CPU AMD Ryzen 7 5800X,AMD Ryzen 7 5800X 8-Core 16-Thread Desktop Processor AM4 Socket,27874.02,Thiruvananthapuram,8.525021,76.981105
SUP97538,Orbit Suppliers,SSD 256GB SATA,256GB 2.5-inch SATA III Solid State Drive,2440.95,Kanpur,26.45472,80.377218
SUP57301,Smart Suppliers,Cabinet Mid Tower,Mid-Tower ATX PC Case with Tempered Glass Side Panel,4449.79,Gurugram,28.427529,77.049014
SUP85456,Core Electronics,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,20906.92,Kochi,9.962424,76.285213
SUP89905,Global Tech,Motherboard B550,AMD B550 ATX Motherboard AM4 Socket PCIe 4.0,7866.68,Mysuru,12.306492,76.645881
SUP10772,Nova Suppliers,Optical Drive DVD,Internal SATA DVD-RW Optical Drive 24x Read/Write,960.96,Kochi,9.967293,76.299465
SUP29536,Orbit Solutions,PCIe Riser Card,PCIe x16 to x1 Riser Extension Cable 20cm Flexible,620.62,Nagpur,21.108029,79.123059
SUP35242,Rapid Traders,RAM DDR4 8GB,8GB DDR4 2666MHz DIMM Desktop Memory Module,1976.91,Gurugram,28.450907,77.00197
SUP51180,Apex Suppliers,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,969.87,Lucknow,26.883677,80.939402
SUP74251,Global Components,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,3123.37,Bhubaneswar,20.326936,85.80084
SUP86484,Core Systems,Laptop Battery 4400mAh,Generic Replacement Laptop Battery 14.4V 4400mAh Li-ion,1365,Hyderabad,17.335393,78.486246
SUP67091,Nexus Suppliers,CPU AMD Ryzen 7 5800X,AMD Ryzen 7 5800X 8-Core 16-Thread Desktop Processor AM4 Socket,25210.34,Bhubaneswar,20.256123,85.849938
SUP82357,Elite Mart,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,11983.82,Delhi,28.591508,77.203365
SUP22363,Global Depot,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,920.88,Ahmedabad,22.981203,72.550066
SUP97538,Orbit Suppliers,SSD 512GB SATA,512GB 2.5-inch SATA III Solid State Drive,3941.49,Kanpur,26.478049,80.297059
SUP73653,Swift Enterprises,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,545.03,Jaipur,26.927116,75.829043
